Level	Kanji	KanjiStroke	Meaning	Type	DO NOT CHANGE	Tags
13	標	"<img src=""06a19.svg"">"	Signpost	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L11
14	術	"<img src=""08853.svg"">"	Art, Technique	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L11
14	例	"<img src=""04f8b.svg"">"	Example	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L11
17	劇	"<img src=""05287.svg"">"	Drama	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L11
17	官	"<img src=""05b98.svg"">"	Government	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L11
17	察	"<img src=""05bdf.svg"">"	Guess	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L11
17	警	"<img src=""08b66.svg"">"	Warn, Admonish	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L11
19	宙	"<img src=""05b99.svg"">"	Midair	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L11
19	宇	"<img src=""05b87.svg"">"	Outer Space	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L11
19	詞	"<img src=""08a5e.svg"">"	Part Of Speech, Speech Particle, Particle Of Speech, Grammar Particle	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L11
20	夢	"<img src=""05922.svg"">"	Dream	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L11
20	防	"<img src=""09632.svg"">"	Prevent, Prevention	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L11
22	状	"<img src=""072b6.svg"">"	Condition	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L11
22	賀	"<img src=""08cc0.svg"">"	Congratulations	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L11
22	領	"<img src=""09818.svg"">"	Territory	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L11
23	俳	"<img src=""04ff3.svg"">"	Haiku	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L11
23	準	"<img src=""06e96.svg"">"	Standard	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L11
23	優	"<img src=""0512a.svg"">"	Superior, Gentle	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L11
26	菓	"<img src=""083d3.svg"">"	Cake	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L11
27	締	"<img src=""07de0.svg"">"	Tighten	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L11
30	越	"<img src=""08d8a.svg"">"	Go Beyond	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L11
30	盗	"<img src=""076d7.svg"">"	Steal	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L11
32	飼	"<img src=""098fc.svg"">"	Domesticate	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L11
32	久	"<img src=""04e45.svg"">"	Long Time	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L11
34	豆	"<img src=""08c46.svg"">"	Beans	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L11
34	刻	"<img src=""0523b.svg"">"	Carve	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L11
35	紹	"<img src=""07d39.svg"">"	Introduce	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L11
35	介	"<img src=""04ecb.svg"">"	Jammed In	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L11
35	湖	"<img src=""06e56.svg"">"	Lake	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L11
36	将	"<img src=""05c06.svg"">"	Commander	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L11
37	募	"<img src=""052df.svg"">"	Recruit	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L11
49	煮	"<img src=""0716e.svg"">"	Boil	Kanji Drawing	-	Kanji_Drawing Level_49 Genki_L11
13	整	"<img src=""06574.svg"">"	Arrange, Organize	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L12
14	骨	"<img src=""09aa8.svg"">"	Bone	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L12
15	泣	"<img src=""06ce3.svg"">"	Cry	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L12
16	証	"<img src=""08a3c.svg"">"	Evidence, Proof	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L12
16	険	"<img src=""0967a.svg"">"	Risky, Steep	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L12
18	喉	"<img src=""05589.svg"">"	Throat	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L12
19	連	"<img src=""09023.svg"">"	Take Along, Connect	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L12
21	素	"<img src=""07d20.svg"">"	Element	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L12
21	敵	"<img src=""06575.svg"">"	Enemy	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L12
22	態	"<img src=""0614b.svg"">"	Appearance	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L12
23	張	"<img src=""05f35.svg"">"	Stretch	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L12
24	差	"<img src=""05dee.svg"">"	Distinction	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L12
24	狭	"<img src=""072ed.svg"">"	Narrow	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L12
25	候	"<img src=""05019.svg"">"	Climate, Weather, Candidate	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L12
25	景	"<img src=""0666f.svg"">"	Scene	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L12
27	康	"<img src=""05eb7.svg"">"	Ease, Peace	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L12
27	健	"<img src=""05065.svg"">"	Healthy	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L12
27	症	"<img src=""075c7.svg"">"	Symptom	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L12
27	織	"<img src=""07e54.svg"">"	Weave	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L12
29	娘	"<img src=""05a18.svg"">"	Daughter	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L12
29	緊	"<img src=""07dca.svg"">"	Tense	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L12
30	渇	"<img src=""06e07.svg"">"	Thirst	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L12
31	粉	"<img src=""07c89.svg"">"	Powder	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L12
32	績	"<img src=""07e3e.svg"">"	Exploits	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L12
32	興	"<img src=""08208.svg"">"	Interest	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L12
32	秘	"<img src=""079d8.svg"">"	Secret	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L12
34	射	"<img src=""05c04.svg"">"	Shoot	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L12
34	吐	"<img src=""05410.svg"">"	Throw Up, Spit, Vomit	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L12
35	酔	"<img src=""09154.svg"">"	Drunk	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L12
36	甘	"<img src=""07518.svg"">"	Sweet	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L12
37	抗	"<img src=""06297.svg"">"	Confront	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L12
41	畑	"<img src=""07551.svg"">"	Field	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L12
47	滴	"<img src=""06ef4.svg"">"	Drip	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L12
50	邪	"<img src=""090aa.svg"">"	Wicked	Kanji Drawing	-	Kanji_Drawing Level_50 Genki_L12
51	膚	"<img src=""0819a.svg"">"	Skin	Kanji Drawing	-	Kanji_Drawing Level_51 Genki_L12
52	覇	"<img src=""08987.svg"">"	Leadership	Kanji Drawing	-	Kanji_Drawing Level_52 Genki_L12
55	那	"<img src=""090a3.svg"">"	What	Kanji Drawing	-	Kanji_Drawing Level_55 Genki_L12
60	痢	"<img src=""075e2.svg"">"	Diarrhea, Diarrhoea	Kanji Drawing	-	Kanji_Drawing Level_60 Genki_L12
11	岸	"<img src=""05cb8.svg"">"	Coast, Shore	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L13
11	級	"<img src=""07d1a.svg"">"	Level, Grade, Rank	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L13
11	特	"<img src=""07279.svg"">"	Special	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L13
12	悪	"<img src=""060aa.svg"">"	Bad, Evil	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L13
12	港	"<img src=""06e2f.svg"">"	Harbor, Port, Harbour	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L13
12	第	"<img src=""07b2c.svg"">"	Ordinal Number Prefix, Ordinal Prefix, Number	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L13
12	着	"<img src=""07740.svg"">"	Wear, Arrive	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L13
13	器	"<img src=""05668.svg"">"	Container, Vessel	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L13
13	暗	"<img src=""06697.svg"">"	Dark	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L13
13	料	"<img src=""06599.svg"">"	Fee, Material	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L13
14	束	"<img src=""0675f.svg"">"	Bundle	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L13
14	頑	"<img src=""09811.svg"">"	Stubborn	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L13
15	飯	"<img src=""098ef.svg"">"	Meal, Food	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L13
15	昼	"<img src=""0663c.svg"">"	Noon	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L13
18	告	"<img src=""0544a.svg"">"	Announce	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L13
22	価	"<img src=""04fa1.svg"">"	Value	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L13
23	現	"<img src=""073fe.svg"">"	Present Time, Present	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L13
24	象	"<img src=""08c61.svg"">"	Elephant, Phenomenon	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L13
25	満	"<img src=""06e80.svg"">"	Full	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L13
25	替	"<img src=""066ff.svg"">"	Replace, Exchange	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L13
26	徴	"<img src=""05fb4.svg"">"	Indication, Sign	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L13
26	印	"<img src=""05370.svg"">"	Seal, Mark	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L13
26	振	"<img src=""0632f.svg"">"	Shake, Wave	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L13
27	給	"<img src=""07d66.svg"">"	Salary	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L13
29	僚	"<img src=""050da.svg"">"	Colleague	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L13
29	街	"<img src=""08857.svg"">"	Street	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L13
30	預	"<img src=""09810.svg"">"	Deposit	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L13
30	照	"<img src=""07167.svg"">"	Illuminate	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L13
31	編	"<img src=""07de8.svg"">"	Knit	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L13
31	華	"<img src=""083ef.svg"">"	Showy, Flower, Gorgeous	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L13
32	込	"<img src=""08fbc.svg"">"	Crowded	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L13
32	厳	"<img src=""053b3.svg"">"	Strict	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L13
33	操	"<img src=""064cd.svg"">"	Manipulate, Chastity	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L13
33	筋	"<img src=""07b4b.svg"">"	Muscle, Tendon	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L13
34	腐	"<img src=""08150.svg"">"	Rot	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L13
37	香	"<img src=""09999.svg"">"	Fragrance	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L13
40	吹	"<img src=""05439.svg"">"	Blow	Kanji Drawing	-	Kanji_Drawing Level_40 Genki_L13
44	辛	"<img src=""08f9b.svg"">"	Spicy	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L13
45	磨	"<img src=""078e8.svg"">"	Polish	Kanji Drawing	-	Kanji_Drawing Level_45 Genki_L13
46	魔	"<img src=""09b54.svg"">"	Devil	Kanji Drawing	-	Kanji_Drawing Level_46 Genki_L13
48	帳	"<img src=""05e33.svg"">"	Notebook	Kanji Drawing	-	Kanji_Drawing Level_48 Genki_L13
12	族	"<img src=""065cf.svg"">"	Tribe, Family	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L14
13	輪	"<img src=""08f2a.svg"">"	Wheel, Ring, Loop	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L14
15	英	"<img src=""082f1.svg"">"	England, English	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L14
16	留	"<img src=""07559.svg"">"	Detain	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L14
16	急	"<img src=""06025.svg"">"	Hurry	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L14
17	愛	"<img src=""0611b.svg"">"	Love	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L14
19	冊	"<img src=""0518a.svg"">"	Book Counter, Counter For Books, Counter For Volumes	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L14
19	履	"<img src=""05c65.svg"">"	Boots	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L14
20	個	"<img src=""0500b.svg"">"	Individual	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L14
22	過	"<img src=""0904e.svg"">"	Surpass	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L14
27	悩	"<img src=""060a9.svg"">"	Worry	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L14
29	雄	"<img src=""096c4.svg"">"	Male, Brave	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L14
31	似	"<img src=""04f3c.svg"">"	Resemble	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L14
32	欲	"<img src=""06b32.svg"">"	Want	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L14
35	彼	"<img src=""05f7c.svg"">"	He	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L14
44	忍	"<img src=""05fcd.svg"">"	Endure	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L14
44	匹	"<img src=""05339.svg"">"	Small Animal, Small Animal Counter	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L14
46	盆	"<img src=""076c6.svg"">"	Lantern Festival, Tray	Kanji Drawing	-	Kanji_Drawing Level_46 Genki_L14
47	粧	"<img src=""07ca7.svg"">"	Cosmetics	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L14
53	鯉	"<img src=""09bc9.svg"">"	Carp, Koi	Kanji Drawing	-	Kanji_Drawing Level_53 Genki_L14
11	争	"<img src=""04e89.svg"">"	Conflict	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L15
11	味	"<img src=""05473.svg"">"	Flavor, Taste	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L15
11	意	"<img src=""0610f.svg"">"	Idea	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L15
11	注	"<img src=""06ce8.svg"">"	Pour	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L15
11	戦	"<img src=""06226.svg"">"	War, Battle	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L15
12	庭	"<img src=""05ead.svg"">"	Garden	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L15
15	建	"<img src=""05efa.svg"">"	Build, Construct	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L15
15	式	"<img src=""05f0f.svg"">"	Ritual, Ceremony, Equation	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L15
15	列	"<img src=""05217.svg"">"	Row	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L15
15	寺	"<img src=""05bfa.svg"">"	Temple	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L15
17	原	"<img src=""0539f.svg"">"	Original, Fundamental, Field	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L15
18	借	"<img src=""0501f.svg"">"	Borrow	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L15
18	喫	"<img src=""055ab.svg"">"	Consume	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L15
19	加	"<img src=""052a0.svg"">"	Add	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L15
19	団	"<img src=""056e3.svg"">"	Group	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L15
19	混	"<img src=""06df7.svg"">"	Mix	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L15
20	震	"<img src=""09707.svg"">"	Earthquake, Quake, Shake	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L15
21	資	"<img src=""08cc7.svg"">"	Resources	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L15
21	税	"<img src=""07a0e.svg"">"	Tax	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L15
22	示	"<img src=""0793a.svg"">"	Indicate, Show	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L15
22	脱	"<img src=""08131.svg"">"	Undress	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L15
22	観	"<img src=""089b3.svg"">"	View	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L15
23	沢	"<img src=""06ca2.svg"">"	Swamp	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L15
25	慣	"<img src=""06163.svg"">"	Accustomed	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L15
27	誘	"<img src=""08a98.svg"">"	Invite	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L15
31	探	"<img src=""063a2.svg"">"	Look For, Search For	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L15
35	噌	"<img src=""0564c.svg"">"	Boisterous	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L15
36	鹿	"<img src=""09e7f.svg"">"	Deer	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L15
37	爆	"<img src=""07206.svg"">"	Explode	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L15
37	抱	"<img src=""062b1.svg"">"	Hug	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L15
38	描	"<img src=""063cf.svg"">"	Draw	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L15
41	衣	"<img src=""08863.svg"">"	Clothes	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L15
42	握	"<img src=""063e1.svg"">"	Grip	Kanji Drawing	-	Kanji_Drawing Level_42 Genki_L15
43	趣	"<img src=""08da3.svg"">"	Charm	Kanji Drawing	-	Kanji_Drawing Level_43 Genki_L15
11	命	"<img src=""0547d.svg"">"	Fate	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L16
12	動	"<img src=""052d5.svg"">"	Move	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L16
20	困	"<img src=""056f0.svg"">"	Distressed, Troubled	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L16
22	坊	"<img src=""0574a.svg"">"	Monk	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L16
22	提	"<img src=""063d0.svg"">"	Present, Submit	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L16
24	視	"<img src=""08996.svg"">"	Look At	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L16
24	供	"<img src=""04f9b.svg"">"	Servant, Companion	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L16
25	限	"<img src=""09650.svg"">"	Limit	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L16
27	迷	"<img src=""08ff7.svg"">"	Astray, Lost	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L16
32	汚	"<img src=""06c5a.svg"">"	Dirty	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L16
32	密	"<img src=""05bc6.svg"">"	Secrecy	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L16
32	訳	"<img src=""08a33.svg"">"	Translation, Reason	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L16
32	迎	"<img src=""08fce.svg"">"	Welcome	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L16
33	暮	"<img src=""066ae.svg"">"	Livelihood	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L16
33	砂	"<img src=""07802.svg"">"	Sand	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L16
33	糖	"<img src=""07cd6.svg"">"	Sugar	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L16
34	推	"<img src=""063a8.svg"">"	Infer	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L16
34	薦	"<img src=""085a6.svg"">"	Recommend	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L16
37	戻	"<img src=""0623b.svg"">"	Return	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L16
38	贈	"<img src=""08d08.svg"">"	Presents	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L16
40	敷	"<img src=""06577.svg"">"	Spread	Kanji Drawing	-	Kanji_Drawing Level_40 Genki_L16
49	奨	"<img src=""05968.svg"">"	Encourage	Kanji Drawing	-	Kanji_Drawing Level_49 Genki_L16
12	野	"<img src=""091ce.svg"">"	Field	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L17
12	湯	"<img src=""06e6f.svg"">"	Hot Water	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L17
13	詩	"<img src=""08a69.svg"">"	Poem	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L17
14	芸	"<img src=""082b8.svg"">"	Acting, Art	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L17
14	完	"<img src=""05b8c.svg"">"	Perfect	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L17
16	危	"<img src=""05371.svg"">"	Dangerous	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L17
16	品	"<img src=""054c1.svg"">"	Product, Article, Goods, Products	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L17
16	真	"<img src=""0771f.svg"">"	Reality	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L17
17	結	"<img src=""07d50.svg"">"	Bind, Tie	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L17
18	句	"<img src=""053e5.svg"">"	Paragraph	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L17
18	祈	"<img src=""07948.svg"">"	Pray	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L17
20	論	"<img src=""08ad6.svg"">"	Theory	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L17
23	職	"<img src=""08077.svg"">"	Employment	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L17
23	備	"<img src=""05099.svg"">"	Provide, Equip	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L17
24	展	"<img src=""05c55.svg"">"	Expand	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L17
25	響	"<img src=""097ff.svg"">"	Echo, Reverberation, Resound	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L17
25	影	"<img src=""05f71.svg"">"	Shadow	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L17
27	就	"<img src=""05c31.svg"">"	Settle In	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L17
28	撃	"<img src=""06483.svg"">"	Attack	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L17
30	覧	"<img src=""089a7.svg"">"	Look At	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L17
30	婚	"<img src=""05a5a.svg"">"	Marriage	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L17
31	離	"<img src=""096e2.svg"">"	Detach	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L17
39	銃	"<img src=""09283.svg"">"	Gun	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L17
45	井	"<img src=""04e95.svg"">"	Well	Kanji Drawing	-	Kanji_Drawing Level_45 Genki_L17
46	鍵	"<img src=""09375.svg"">"	Key	Kanji Drawing	-	Kanji_Drawing Level_46 Genki_L17
46	歳	"<img src=""06b73.svg"">"	Years Old	Kanji Drawing	-	Kanji_Drawing Level_46 Genki_L17
49	刈	"<img src=""05208.svg"">"	Prune	Kanji Drawing	-	Kanji_Drawing Level_49 Genki_L17
51	沸	"<img src=""06cb8.svg"">"	Boil	Kanji Drawing	-	Kanji_Drawing Level_51 Genki_L17
11	努	"<img src=""052aa.svg"">"	Toil	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L18
11	洋	"<img src=""06d0b.svg"">"	Western Style, Ocean	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L18
13	宿	"<img src=""05bbf.svg"">"	Lodge	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L18
13	館	"<img src=""09928.svg"">"	Public Building	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L18
13	題	"<img src=""0984c.svg"">"	Topic	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L18
14	協	"<img src=""05354.svg"">"	Cooperation	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L18
14	的	"<img src=""07684.svg"">"	Target, Al, ~Al, Like, ~Like	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L18
17	堂	"<img src=""05802.svg"">"	Hall, Public Chamber	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L18
18	種	"<img src=""07a2e.svg"">"	Kind, Type	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L18
22	費	"<img src=""08cbb.svg"">"	Expense, Cost	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L18
23	収	"<img src=""053ce.svg"">"	Obtain	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L18
25	巻	"<img src=""05dfb.svg"">"	Scroll	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L18
26	授	"<img src=""06388.svg"">"	Instruct	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L18
26	貯	"<img src=""08caf.svg"">"	Savings	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L18
27	貸	"<img src=""08cb8.svg"">"	Lend	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L18
28	庫	"<img src=""05eab.svg"">"	Storage, Warehouse	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L18
29	壊	"<img src=""058ca.svg"">"	Break	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L18
30	押	"<img src=""062bc.svg"">"	Push	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L18
31	帯	"<img src=""05e2f.svg"">"	Belt	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L18
32	桜	"<img src=""0685c.svg"">"	Sakura, Cherry Tree, Cherry Blossom	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L18
33	蔵	"<img src=""08535.svg"">"	Storehouse	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L18
35	油	"<img src=""06cb9.svg"">"	Oil	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L18
35	恥	"<img src=""06065.svg"">"	Shame	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L18
